status	severity	file	line	text
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	195	"player.sendMessage(ChatColor.RED + tr(""command.quoteFavorite.bookOpenFailed""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	202	"player.sendMessage(ChatColor.RED + tr(""command.quoteFavorite.openBookFailed""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	207	"player.sendMessage(ChatColor.RED + tr(""command.quoteFavorite.unknownSubcommand""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	212	"player.sendMessage(ChatColor.AQUA + tr(""command.quoteFavorite.help.title""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	213	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.latest""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	214	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.list""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	215	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.remove""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	216	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.reread""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	217	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.rereadTitle""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	218	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.rereadBook""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	219	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.book""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	220	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.bookToc""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	221	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.bookSuccess""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	222	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.bookTimeup""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteCommand.java	223	"player.sendMessage(ChatColor.GRAY + tr(""command.quoteFavorite.help.bookOther""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteShortcutListener.java	48	"player.sendMessage(ChatColor.RED + tr(player, ""command.quoteFavorite.repositoryNotReady""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteShortcutListener.java	56	"player.sendMessage(ChatColor.GREEN + tr(player, ""command.quoteFavorite.shortcutSaved""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteFavoriteShortcutListener.java	58	"player.sendMessage(ChatColor.RED + tr(player, ""command.quoteFavorite.shortcutNotSaved""));"
OK_ALLOWED_BRAND	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	73	"meta.setTitle(""TreasureRun"");"
OK_ALLOWED_BRAND	P2_BOOK_PAGE	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	75	"meta.setPages(List.of(""TreasureRun""));"
OK_I18N	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	81	"meta.setTitle(tr(lang, TITLE, ""Favorites""));"
OK_ALLOWED_DYNAMIC	P2_BOOK_PAGE	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	108	meta.setPages(pages);
OK_ALLOWED_DYNAMIC	P2_BOOK_PAGE	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	126	meta.setPages(pages);
OK_ALLOWED_DYNAMIC	P2_BOOK_PAGE	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	167	meta.setPages(pages);
OK_ALLOWED_DYNAMIC	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	190	meta.setTitle(title);
OK_EMPTY_FORMATTING	P2_BOOK_PAGE	src/main/java/plugin/quote/QuoteFavoritesBookBuilder.java	192	"meta.setPages(List.of(head + ""\n\n"" + quoteText));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	49	"player.sendMessage(ChatColor.RED + trOrFallback(lang, ""command.quoteReread.repositoryNotReady"", ""The favorites repository is not ready yet.""));"
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	69	player.sendMessage(ChatColor.AQUA + head);
OK_NO_STRING_LITERAL_OR_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	70	player.sendMessage(ChatColor.WHITE + quoteText);
OK_NO_STRING_LITERAL_OR_DYNAMIC	P1_WORLD_TITLE_BOSSBAR	src/main/java/plugin/quote/QuoteRereadService.java	76	player.sendTitle(
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	92	"player.sendMessage(ChatColor.RED + trOrFallback(lang, ""command.quoteReread.bookOpenFailed"", ""Could not open the favorites book.""));"
OK_I18N	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	100	"player.sendMessage(ChatColor.RED + trOrFallback(lang, ""command.quoteReread.openBookFailed"", ""Could not open the book.""));"
OK_ALLOWED_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	102	player.sendMessage(ChatColor.AQUA + head);
OK_NO_STRING_LITERAL_OR_DYNAMIC	P0_CHAT_ACTIONBAR	src/main/java/plugin/quote/QuoteRereadService.java	103	player.sendMessage(ChatColor.WHITE + quoteText);
